zipcode,solar_radiation
65484,4.45
73853,5.63
93624,6.09
85552,7.49
80517,5.82
89315,6.89
56118,4.22
98651,4.44
80044,6.06
93545,6.93
81420,6.49
72736,4.68
93737,5.97
97534,5.38
77624,4.3
54015,3.94
56514,4.09
94938,5.01
82421,5.42
89060,7.86
94080,3.84
72943,4.56
62370,4.17
95322,5.88
82428,5.62
86406,8.05
54455,3.78
83840,4.57
84770,7.62
52231,4.1
94613,5.19
70448,4.7
99742,error
56565,4.29
56510,3.96
97321,3.91
80303,5.66
96071,5.91
77269,4.15
96748,6.71
77379,4.22
92368,8.22
63163,4.31
68826,4.84
55777,3.96
74445,4.86
80037,6.08
93412,5.09
75558,4.68
60945,3.81
55343,4.16
92402,6.71
76450,5.47
71961,4.4
60056,error
56283,4.17
98053,3.09
73566,5.58
78045,5.21
98857,5.35
99583,error
78651,4.76
52403,4.01
63662,4.4
53510,3.81
88430,6.98
84756,7.25
64066,4.53
71838,4.43
68145,4.5
96826,6.5
72326,4.39
95979,6.11
62912,4.29
74335,4.67
91502,6.02
56644,3.86
95334,5.78
75633,4.52
78558,4.66
60077,3.69
87576,7.41
75429,4.8
98508,3.11
70438,4.39
92688,5.58
75219,4.89
72134,4.43
98628,5.07
92405,6.71
87583,7.34
92403,6.57
70123,4.49
75604,4.64
98847,4.61
80310,5.51
57012,4.5
55008,4.04
74101,4.82
54813,4.03
55784,4.15
87111,7.54
62438,4.16
75565,4.58
56584,3.98
52551,4.2
62258,4.28
94931,5.34
87313,7.58
58531,4.34
55747,4.0
70377,4.6
87565,7.39
61858,3.96
54855,4.08
53964,3.89
77271,4.15
77338,4.08
74114,4.82
57382,4.72
77320,4.42
99641,error
55909,3.98
70554,4.38
73756,5.37
60620,3.73
62417,4.15
99110,4.74
63138,4.31
62250,4.25
55921,3.86
92519,6.15
56081,4.15
95323,5.71
78342,4.5
77622,4.31
62028,4.29
62201,4.32
85719,7.62
55766,4.07
85632,7.57
98665,3.38
79924,7.14
82050,5.53
82839,4.91
57544,4.93
56528,4.03
77444,4.33
79402,6.34
62440,4.1
62431,4.18
66103,4.58
79835,7.47
99138,4.83
60540,3.71
80127,5.8
68410,4.59
63467,4.3
87059,7.43
62829,4.22
69221,5.17
52576,4.11
99824,error
78006,4.81
75462,4.75
87115,7.62
54426,3.79
62289,4.31
80248,6.12
81414,6.54
92363,7.86
98586,2.88
67151,5.08
58065,4.11
57078,4.56
65464,4.45
91305,6.16
54501,3.91
78563,4.57
76191,5.1
61104,3.8
83449,5.22
59447,4.82
68320,4.64
76848,5.58
54107,3.82
98020,3.45
59535,4.99
93004,5.78
58622,4.74
55483,4.09
98926,5.01
92673,4.76
93036,5.78
98227,3.28
67573,5.41
80102,6.1
57433,4.4
72581,4.36
75974,4.48
97914,5.83
60111,3.74
55037,4.1
90096,5.72
87532,7.28
55406,4.09
59036,5.01
87544,7.21
56594,4.15
87740,7.12
62266,4.22
97148,3.66
61943,4.04
75078,4.97
70189,4.32
68065,4.69
53939,3.72
80419,5.71
76135,5.09
75423,4.87
76802,5.48
54159,4.0
68714,4.99
86314,7.71
61731,3.97
57551,5.45
75437,4.74
90245,4.99
91722,5.63
59270,4.76
93460,6.61
82431,5.39
68372,4.66
56401,4.11
71435,4.44
56589,3.99
78213,4.65
65620,4.49
95914,5.99
90009,5.43
61110,3.8
65037,4.49
53714,4.02
93614,6.3
88346,7.12
92708,5.48
83821,4.35
55369,4.07
73150,5.06
99680,error
92661,4.72
97601,6.13
92843,5.48
70361,4.4
65762,4.5
88563,7.36
90814,5.15
74440,4.67
64083,4.58
74037,4.86
66507,4.8
79034,5.98
72061,4.44
82190,4.98
54979,3.72
55607,4.08
79852,6.71
62329,4.1
75764,4.58
70072,4.41
87801,7.77
67467,5.1
63020,4.41
54854,3.75
74043,4.79
87026,7.74
79312,6.49
92039,4.92
72715,4.7
72712,4.68
83632,5.66
78573,4.83
91040,6.25
99589,error
62051,4.19
99697,error
73146,5.23
57065,4.41
90079,5.72
80544,5.56
96825,6.42
99180,4.54
85016,7.42
58649,4.85
67205,5.09
53115,3.7
98230,3.54
55941,3.94
88116,6.97
63748,4.33
96806,5.68
71375,4.5
79756,6.69
87192,7.45
77013,4.1
64658,4.49
58644,4.56
97144,3.5
72330,4.4
57340,4.61
64423,4.51
91354,6.64
86401,7.89
73137,5.23
78628,4.73
67878,6.19
66079,4.62
78949,4.49
72141,4.41
76465,5.34
78220,4.64
85012,7.42
92028,5.95
90070,5.72
71758,4.46
57242,4.37
67545,5.46
84053,6.55
73728,5.4
70767,4.38
63334,4.37
70655,4.3
62958,4.28
63869,4.34
85752,7.62
81024,7.01
62896,4.24
99119,4.46
98552,2.97
65305,4.36
93925,6.05
83235,5.3
71765,4.46
99647,error
62930,4.17
60402,3.71
77541,4.53
56672,4.09
76230,5.32
84725,7.47
55107,4.1
72578,4.48
85620,7.74
91770,5.75
54442,3.98
72851,4.51
62373,4.1
69153,5.62
93790,5.96
52569,4.26
63180,4.31
83460,5.34
98188,3.33
88566,7.36
61132,3.73
67877,5.98
82430,5.75
70185,4.32
72538,4.45
70037,4.33
64726,4.49
62062,4.31
98042,3.0
71219,4.47
53402,3.7
59720,4.96
84324,6.01
62919,4.22
61759,4.02
62083,4.21
65802,4.37
99724,error
94543,5.4
99710,error
96849,5.68
64146,4.57
83610,5.41
98019,2.91
53002,3.66
97314,3.85
72937,4.64
58428,4.33
56336,4.08
92128,6.04
99555,error
74427,4.73
81242,6.8
79718,6.68
55052,4.01
65550,4.42
77261,4.15
78371,5.13
99780,error
61006,3.83
94552,5.4
64426,4.31
77046,4.07
64601,4.48
61024,3.77
82082,5.65
99716,error
91031,5.88
89014,7.58
97344,3.84
65061,4.4
77704,4.28
95903,5.81
80813,6.84
66409,4.69
66834,4.94
73844,5.96
68542,4.61
73127,5.22
71341,4.39
64155,4.61
98166,3.33
84633,6.08
80553,5.36
58436,4.43
54227,3.88
60490,3.69
72153,4.39
75172,4.85
99737,error
52221,4.13
61039,3.78
62824,4.19
95326,5.85
56972,error
73520,5.32
52801,4.07
95202,5.8
95757,5.76
75109,4.85
93014,5.41
61452,4.16
89403,7.28
98602,5.05
92230,7.28
75486,4.75
58792,4.3
79104,6.38
85140,7.52
59018,4.81
74033,4.87
94282,5.64
55309,4.06
52362,3.92
58444,4.25
85366,7.51
91021,6.42
56545,3.99
94235,5.64
94014,3.84
72525,4.46
57346,4.78
90621,5.54
71450,4.39
78244,4.61
59537,4.79
92304,7.95
84603,6.17
59937,4.56
67330,4.75
84041,5.9
76055,5.02
72908,4.63
63450,4.37
55571,4.13
60632,3.71
77561,4.31
82615,5.7
79001,6.69
82007,5.66
82801,4.89
89131,7.61
74432,4.79
70757,4.37
56294,4.27
56155,4.35
58801,4.56
62786,4.24
85628,7.51
62781,4.24
72310,4.35
99143,5.14
94956,4.26
97733,5.8
74652,5.07
73134,5.24
91791,5.77
71750,4.43
66073,4.58
59462,4.65
75428,4.82
63744,4.24
68855,5.15
57570,5.26
95936,6.5
67101,5.09
83206,5.57
60649,3.71
83237,5.85
84102,5.86
78952,4.51
92548,6.64
71922,4.42
57788,5.21
73718,5.34
95546,5.24
53226,3.81
72011,4.41
53512,3.76
66111,4.55
67834,5.79
96065,6.2
69340,5.61
76130,5.1
96942,error
63130,4.34
70469,4.54
92055,5.55
94111,4.05
91730,6.39
54634,3.92
61523,3.98
98233,3.22
95241,5.75
71612,4.5
65725,4.43
79601,5.67
61913,4.02
71835,4.43
63827,4.36
73086,5.08
78597,4.67
76854,5.37
79313,6.43
77880,4.47
98596,3.1
95926,5.97
58445,4.15
52401,4.01
69356,5.65
77305,4.19
92530,6.15
67563,5.7
75455,4.69
90033,5.72
60021,3.74
78413,4.5
56521,4.08
79853,7.1
73051,5.1
52332,3.93
70506,4.37
77263,4.15
83877,4.61
92583,6.89
92072,6.27
84015,6.02
56025,4.07
79338,6.58
77072,4.15
60403,3.75
92057,5.75
80309,5.51
74866,5.06
62835,4.18
67124,5.54
97031,4.41
52308,4.11
75412,4.61
59255,4.47
89163,7.62
71061,4.38
99634,error
92102,5.76
56452,4.13
95688,5.72
80447,5.45
70033,4.32
54416,3.98
61612,3.99
75752,4.74
74941,4.63
81129,7.42
88011,7.52
95717,6.25
93044,5.25
70831,4.37
98413,3.33
62231,4.22
80299,6.12
94559,5.39
93285,7.17
99524,error
52359,4.07
55472,4.09
85074,7.35
61769,3.95
58552,4.51
98606,3.25
63343,4.41
88347,7.06
92846,5.48
67209,5.1
67849,5.71
66204,4.57
68846,4.81
52731,3.93
93622,5.99
55029,3.98
76504,4.87
99604,error
92857,5.5
95661,5.75
54755,3.89
72648,4.46
88034,7.83
71237,4.46
79768,6.43
69044,5.41
62293,4.29
71956,4.39
98277,3.28
60551,3.83
75672,4.51
98236,3.32
64058,4.54
94820,5.21
62954,4.17
64024,4.57
89033,7.77
78264,4.64
55806,3.97
79259,5.91
98231,3.54
80861,6.13
94549,5.21
76665,5.16
59530,5.03
97857,4.37
69142,5.25
82930,5.8
93725,5.96
78222,4.68
66616,4.71
77517,4.28
60181,3.74
58313,4.26
62053,4.37
76133,5.19
78884,4.89
88561,7.36
60161,3.71
92022,6.27
63955,4.45
75235,4.89
64853,4.65
80216,6.12
74572,4.91
93247,5.99
97501,5.34
53526,3.85
85214,7.41
77476,4.31
80205,6.12
77099,4.24
67277,5.1
73746,5.53
84109,5.83
96027,6.08
87718,6.84
91392,6.5
63114,4.33
93280,5.97
95851,5.64
76432,5.51
63745,4.27
60609,3.72
78942,4.55
52760,4.04
94618,4.95
89501,7.07
64466,4.56
74960,4.73
61330,3.88
97536,5.65
92264,7.48
94808,5.07
71937,4.5
82718,5.43
75253,4.85
53934,3.92
68745,4.52
84662,6.29
66838,5.01
80262,6.12
63087,4.44
95305,6.26
80621,5.97
91351,6.74
60081,3.77
99750,error
61001,3.85
80136,6.06
67673,5.33
66407,4.75
95762,5.8
96743,5.11
59604,4.98
97121,3.03
74047,4.9
95949,6.09
77840,4.5
58103,4.11
68318,4.76
95686,5.69
61259,4.07
62979,4.16
65723,4.65
58558,4.36
58271,4.0
77374,4.26
58479,4.21
93774,5.96
53179,3.74
56679,3.89
55479,4.09
77002,4.15
93950,4.58
74937,4.48
97233,3.32
95377,5.84
83642,6.01
79369,6.47
99014,4.77
64632,4.36
84740,6.65
73014,5.42
68925,5.05
84638,6.5
54751,3.99
57331,4.64
77018,4.17
90840,5.15
98339,3.19
59529,4.75
85601,7.63
63624,4.51
99032,5.02
67159,5.44
83803,4.7
75057,4.77
80540,5.71
96055,6.1
63041,4.39
62260,4.38
52802,4.01
61433,4.09
75639,4.53
63566,4.38
87053,7.27
55736,4.07
94065,5.14
70543,4.26
75979,4.3
56174,4.23
71726,4.48
72546,4.36
95172,5.83
95930,6.24
57737,5.19
61730,3.97
77553,4.5
54022,4.02
97374,3.8
95386,5.71
78577,4.7
70639,4.32
55945,3.88
61314,3.97
83404,5.54
66942,5.04
77031,4.24
84005,5.88
63090,4.41
80265,6.12
73547,5.73
75187,4.9
93608,6.12
92584,6.58
78338,4.49
64197,4.57
85375,7.6
58366,4.17
92501,6.35
84138,5.86
75492,4.84
54479,3.85
80804,6.19
95502,3.85
92781,5.5
98314,3.21
58079,4.23
58272,4.17
67572,5.7
99625,error
74141,4.82
77475,4.37
73730,5.23
93380,6.01
97908,5.52
95969,5.99
65034,4.43
72001,4.43
94236,5.64
57767,5.2
92678,5.76
79953,7.36
64154,4.57
66615,4.76
61834,3.91
92345,8.19
57432,4.33
65637,4.48
52639,4.17
98650,4.66
52773,4.0
68735,4.79
74455,4.67
98817,4.9
88560,7.36
63120,4.31
84738,7.62
54418,3.84
74832,5.15
76468,5.37
83424,4.89
56075,4.19
66109,4.63
63111,4.41
75631,4.51
78119,4.56
79704,6.43
74534,4.89
97906,6.02
65705,4.48
63875,4.34
98939,5.28
94122,4.05
93452,6.25
65456,4.49
90080,5.72
93552,7.9
91208,5.85
65582,4.47
83854,4.61
63824,4.28
95481,5.93
84772,6.66
67110,5.08
74947,4.59
92336,6.44
80549,5.45
91123,5.88
99632,error
63548,4.32
91909,6.06
57278,4.37
79240,6.1
57001,4.4
98335,3.26
86439,7.43
63962,4.37
94234,5.64
60424,3.85
76227,5.08
67438,5.04
54970,3.83
53926,3.78
59222,4.42
98036,3.46
98075,3.02
68009,4.45
55964,3.87
68810,4.93
79730,6.67
63088,4.4
74804,5.07
76249,5.14
78113,4.61
75147,4.81
92182,6.05
78669,4.9
78101,4.66
67430,5.25
98154,3.5
63458,4.31
53792,4.06
66071,4.6
70181,4.32
65459,4.46
99258,4.78
62245,4.27
78159,4.47
60957,3.95
61725,3.94
92844,5.48
58833,4.3
53005,3.81
59731,4.72
97473,3.95
73066,5.06
70511,4.43
66601,4.71
57730,5.87
55965,3.82
78957,4.52
75712,4.68
98538,3.19
78962,4.45
63199,4.31
72149,4.45
56087,4.15
87056,7.46
59917,4.46
65536,4.46
65783,4.45
81030,6.54
62862,4.12
61281,4.02
99510,error
97301,3.85
55355,4.1
90632,5.57
61284,4.03
52742,3.96
73004,5.29
99020,4.84
80542,5.81
85343,7.66
58038,4.04
80210,6.16
70811,4.33
81527,6.27
76196,5.1
81201,6.8
76906,5.69
62833,4.17
67067,5.1
54628,3.8
57531,5.03
97885,4.87
53024,3.74
59343,5.12
71642,4.51
76430,5.67
86508,7.63
66933,4.87
89447,7.27
91319,6.23
95656,6.07
61250,3.96
79932,7.53
98403,3.33
95122,5.83
89414,6.5
92123,5.85
67835,5.88
72120,4.36
62311,4.18
98559,2.91
98622,3.32
62998,4.25
72702,4.7
79719,6.68
97918,5.85
67208,5.1
52755,4.03
99648,error
75006,5.0
55306,4.13
80124,6.15
85545,7.2
78885,4.97
92507,6.35
76112,5.14
92131,6.04
76373,5.6
67482,5.0
67731,5.81
72662,4.54
85233,7.47
84037,5.9
88252,6.76
99630,error
91905,7.6
80946,6.19
84010,5.7
55423,4.07
68382,4.57
60538,3.75
58108,4.08
75474,4.83
61603,3.92
84731,6.89
95315,5.86
59635,4.85
81647,6.03
66017,4.56
68661,4.61
55792,3.96
96854,5.68
95020,5.98
57049,4.51
79032,6.46
93440,6.46
79838,7.24
52324,3.93
62618,4.24
93651,6.12
99506,error
83623,6.32
74331,4.75
81403,6.26
67137,4.9
96028,6.46
96090,6.08
52219,3.96
80129,5.7
76050,5.05
90732,5.3
71801,4.46
83867,4.44
64724,4.47
78764,4.88
96080,6.01
75848,4.79
97417,4.49
63942,4.47
95385,5.86
58838,4.71
78369,5.15
74105,4.86
53154,3.8
74345,4.71
63123,4.34
85756,7.6
73036,5.31
70718,4.38
89515,7.07
97330,3.9
68071,4.46
90003,5.57
97391,3.68
59336,4.9
59451,4.75
81244,6.38
54464,3.9
85911,7.54
64171,4.59
96146,6.51
92513,6.35
59928,4.3
70043,4.13
68107,4.51
99129,4.88
71405,4.41
68601,4.67
59257,4.58
92502,6.35
96129,6.53
76454,5.47
58568,4.78
75551,4.6
74632,5.1
69156,5.74
88255,6.89
57193,4.42
91103,5.88
99163,4.84
56511,4.05
53582,3.85
85267,7.35
83325,6.09
65647,4.53
99519,error
93032,5.25
90607,5.49
87939,7.71
63141,4.39
76869,5.37
69025,5.5
96728,2.72
78550,4.44
71282,4.45
61539,4.04
72103,4.45
79041,6.47
65655,4.48
73083,5.2
97856,5.31
60448,3.69
58278,4.02
77280,4.15
55768,3.94
70548,4.44
59751,4.93
90835,5.15
67756,5.86
98626,3.26
83116,6.0
70363,4.35
67227,5.1
85203,7.41
63156,4.31
66117,4.57
85650,7.09
74158,4.82
76116,5.18
93529,7.16
53560,3.85
68351,4.84
53957,3.73
76631,4.89
59911,4.66
93667,6.29
56389,4.06
54308,3.95
58741,4.29
95917,5.77
79424,6.39
72959,4.73
94524,5.59
73669,5.53
71722,4.42
59047,4.65
52358,4.0
87521,7.02
63338,4.4
81055,6.89
92074,6.04
93210,6.61
64463,4.54
98822,4.92
75501,4.54
84047,5.87
61233,3.97
89435,7.04
80225,5.59
56369,4.1
60147,3.72
95335,6.68
60624,3.71
60499,3.72
95117,5.79
97709,5.77
61536,4.01
64020,4.43
67523,5.62
80901,6.34
96808,5.68
65237,4.42
60408,3.73
96111,6.87
98408,3.16
80259,6.12
83425,5.46
54412,3.85
66603,4.71
53569,3.92
95032,5.94
87322,7.47
97343,3.71
96009,6.52
97494,4.25
64458,4.43
86324,7.55
89412,6.52
96793,4.12
74004,4.79
56044,4.06
54826,3.95
80536,5.67
72402,4.38
99150,4.23
84201,6.03
65899,4.44
71424,4.37
95257,6.36
62233,4.34
62475,4.16
75356,4.86
98613,5.27
55129,4.1
61480,4.06
63847,4.44
66552,4.67
78661,4.62
98405,3.33
66032,4.71
97267,3.38
78767,4.88
84171,5.87
97401,4.46
79538,5.67
74457,4.71
76878,5.55
85735,7.51
65074,4.52
62067,4.31
97015,3.41
59501,4.76
52577,4.21
93560,7.73
53151,3.85
56465,3.87
70195,4.32
52543,4.15
68784,4.5
88345,6.98
78142,4.44
67131,5.04
62690,4.23
79101,6.43
92886,5.52
55146,4.1
96941,error
85925,7.08
66221,4.59
73530,5.58
62458,4.2
74193,4.82
81064,6.7
76520,4.74
97065,5.18
75943,4.45
62615,4.23
77572,4.21
80640,6.03
58042,4.04
70803,4.37
74727,4.82
87198,7.45
98422,3.23
88012,7.57
71315,4.41
54642,3.94
53181,3.72
68943,4.99
54731,3.98
78656,4.64
95490,5.92
80960,6.19
65808,4.39
58362,4.01
54427,3.86
54114,4.08
98343,3.17
63965,4.48
94564,5.21
53095,3.76
64655,4.35
98043,3.5
56580,4.21
77469,4.28
60611,3.72
76651,4.91
57272,4.35
75161,4.8
65360,4.49
99213,4.67
63140,4.33
59261,4.73
55078,4.07
86045,7.62
66959,4.96
72823,4.51
61417,3.99
59008,5.07
81143,7.36
57262,4.3
65285,4.43
68436,4.96
76109,5.19
76088,5.31
93553,7.93
61924,4.02
75803,4.63
59736,4.65
65588,4.48
56678,4.08
92324,6.34
63663,4.45
89825,6.0
94286,5.64
71351,4.43
76011,5.03
67230,5.09
61078,3.85
62218,4.22
56024,4.04
58368,4.26
65038,4.51
66429,4.69
58474,4.4
56534,4.15
92517,6.35
75284,4.86
67418,5.21
79082,6.6
92624,4.76
85531,7.6
80624,5.87
56621,4.01
64653,4.44
83236,5.55
66026,4.6
68124,4.52
88514,7.36
72936,4.65
73802,5.75
73003,5.15
76258,5.0
95537,3.78
60097,3.73
77423,4.35
79013,6.41
74827,4.9
57401,4.5
84127,5.86
93793,5.96
53928,3.82
72655,4.47
71023,4.41
98329,3.2
60133,3.75
77003,4.15
77402,4.07
75085,4.94
58503,4.42
74031,4.81
56110,4.37
62550,4.18
55793,4.05
72169,4.47
76113,5.1
68438,4.71
67112,5.46
56143,4.28
98932,5.38
97839,5.16
66758,4.67
95558,5.18
92617,5.47
92531,6.15
93626,5.96
71448,4.34
74035,5.01
98946,4.54
55903,3.93
85723,7.65
55044,4.02
89413,7.46
77384,4.23
61326,3.93
55338,4.08
77491,4.29
65565,4.45
89415,7.23
88053,7.63
93542,8.49
89001,8.02
98686,3.4
62084,4.19
92211,7.52
77460,4.37
69039,5.45
55432,4.13
74754,4.53
93962,5.48
56686,4.09
65216,4.47
72325,4.37
88567,7.36
88130,6.75
96008,6.15
56333,4.07
80827,6.56
60974,3.88
77876,4.42
59038,5.09
96762,4.88
66509,4.73
78226,4.62
78565,4.97
83711,6.0
93203,6.11
74103,4.82
88026,7.78
54306,3.95
91030,5.88
97396,3.68
78143,4.56
55335,4.11
66286,4.56
77619,4.2
89508,6.75
95724,6.62
93551,7.82
88542,7.36
61126,3.8
77706,4.28
77348,4.42
79403,6.33
89045,6.87
85725,7.62
73560,5.72
98850,4.92
57569,4.94
57640,5.04
60944,3.73
92059,6.7
58048,4.09
79911,7.24
83808,4.54
61571,3.97
92268,8.41
66716,4.71
53015,3.92
58651,5.03
58357,4.08
96749,3.84
76936,5.68
77418,4.38
92401,6.71
77969,4.34
88582,7.36
65614,4.5
73403,5.08
77660,4.32
99612,error
62883,4.28
88036,7.81
63763,4.41
55150,4.09
55551,4.12
61944,4.05
62336,4.12
56002,4.09
79070,6.2
78073,4.72
99013,4.78
54017,3.99
62534,4.15
66402,4.79
73139,5.19
86343,7.75
74830,5.0
59602,4.97
80105,6.17
99354,5.24
68147,4.48
73749,5.35
99683,error
89555,7.07
90247,5.43
75681,4.49
71933,4.38
84404,6.03
99670,error
87007,7.7
60440,3.75
63042,4.33
85097,7.35
70744,4.39
81402,6.36
75972,4.46
82717,5.26
99101,4.67
61484,4.17
97819,5.49
52757,3.97
81008,6.67
73160,5.19
79546,6.01
98025,2.95
59863,4.41
78107,4.32
57341,4.79
92389,8.06
95549,5.08
70359,4.32
74724,4.46
56262,4.29
73110,5.06
92859,5.5
54806,3.92
95527,5.88
85726,7.62
64150,4.57
63860,4.34
67416,5.11
52222,4.14
63053,4.37
84321,5.79
66404,4.72
77306,4.28
60617,3.71
80005,5.71
92166,5.76
91003,5.88
63547,4.36
66095,4.67
84070,5.92
54512,3.85
63330,4.3
75705,4.66
95925,6.04
95860,5.64
95193,5.83
55030,4.05
55816,3.97
72579,4.47
88220,6.92
90509,5.24
96161,7.01
59243,4.83
77629,4.2
65281,4.47
76082,5.29
65102,4.5
75214,4.92
65734,4.55
62926,4.26
90508,5.24
68777,4.79
63821,4.46
80266,6.06
73032,5.04
91222,5.85
74554,4.63
52497,4.01
54627,4.03
85751,7.67
77631,4.25
53711,4.06
62520,4.14
61633,3.99
71635,4.48
97917,5.98
90717,5.3
74112,4.82
62704,4.24
77057,4.07
71243,4.49
95608,5.59
76466,5.52
90272,5.81
80526,5.43
78569,4.47
53706,4.06
72812,4.52
73932,6.05
61356,3.93
58533,4.74
56324,4.01
97535,5.23
70538,4.58
68959,5.12
82240,5.5
66717,4.72
88134,6.99
83720,6.0
76827,5.53
63435,4.28
94572,5.19
67554,5.31
60069,3.81
54976,3.88
99580,error
68634,4.7
87545,7.07
95373,6.19
73933,6.65
84711,6.57
76705,4.84
75093,4.95
70792,4.39
62471,4.22
84117,5.87
65461,4.41
76567,4.66
84133,5.86
62837,4.2
69347,5.52
71040,4.37
63825,4.36
95254,5.81
94720,4.95
77859,4.57
52333,4.0
83853,4.23
84059,6.17
70310,4.28
98631,2.85
68664,4.54
56748,3.88
79937,7.36
79943,7.36
75067,5.06
72641,4.49
65755,4.52
57747,5.55
71067,4.4
97840,5.3
75771,4.72
83262,5.78
67505,5.24
77613,4.31
92544,6.72
54245,3.81
63760,4.36
75856,4.45
52323,3.86
62867,4.16
83452,4.89
80923,6.36
92195,5.76
74070,4.83
90064,5.59
62087,4.19
59718,4.63
67748,5.8
72136,4.43
75223,4.86
80461,5.66
73075,5.14
73555,5.59
73858,5.86
98375,3.1
88426,6.93
56303,4.12
72360,4.45
98221,3.34
52722,4.05
81326,6.99
55583,4.12
95618,5.75
90744,4.99
73105,5.17
90806,5.4
97621,6.17
63056,4.46
95232,6.26
54805,3.82
70736,4.46
83865,4.61
83341,6.21
64453,4.45
95328,5.88
73770,5.45
79843,7.14
63533,4.33
66604,4.72
62352,4.29
73533,5.27
83624,5.94
92375,6.78
56473,4.14
95459,4.85
78292,4.64
84039,6.51
74640,5.18
64424,4.41
71325,4.31
78615,4.73
53056,3.76
87364,7.16
60502,3.73
67140,5.12
57577,5.25
99329,4.87
81645,5.61
87723,6.97
61317,3.9
90652,5.49
92173,5.94
83468,5.07
84046,5.75
93234,6.2
75410,4.7
59324,5.11
61451,4.0
68420,4.71
59762,4.86
52252,3.95
65636,4.47
80721,5.74
60616,3.72
97383,3.82
70454,4.51
57061,4.37
96032,6.11
65658,4.4
59531,4.94
55069,4.0
92179,6.23
93642,7.41
75038,5.01
79745,6.74
97438,4.36
70420,4.38
73136,5.23
68404,4.71
70186,4.32
78021,4.85
64190,4.59
94027,5.65
83842,4.59
84773,6.73
74078,5.12
71273,4.41
88548,7.36
97369,3.45
67029,5.73
99018,4.75
98668,3.38
73705,5.29
66021,4.61
66075,4.62
98560,3.29
99628,error
65645,4.41
85356,7.88
85011,7.35
94019,3.99
62659,4.18
79711,6.43
84651,5.93
70093,4.44
77702,4.28
84011,5.7
58549,4.43
75772,4.55
67665,5.44
78539,4.7
95668,5.68
72716,4.68
74948,4.74
79009,6.76
79043,6.53
57785,5.22
58203,4.0
75204,4.92
58461,4.28
96087,6.05
73130,5.06
92276,7.72
77027,4.07
60512,3.76
58443,4.14
85326,7.75
82001,5.69
93602,6.4
62664,4.12
78373,4.64
65770,4.41
53774,4.02
54492,3.91
55437,4.11
60645,3.66
68120,4.51
68361,4.88
95212,5.76
99691,error
59401,4.92
55042,3.99
63164,4.32
71323,4.39
98280,3.44
59746,4.81
78622,4.62
95564,3.85
90037,5.72
57265,4.24
61427,4.09
79018,6.56
53405,3.7
94401,5.13
80862,6.39
85212,7.36
97338,3.88
94103,4.05
92411,6.58
79758,6.55
54940,3.78
76033,5.18
95587,5.64
64484,4.56
64070,4.57
62292,4.3
66953,4.98
76624,4.84
52220,4.01
59717,4.56
61910,4.07
71281,4.44
92177,5.76
99521,error
97470,4.33
92201,7.65
80944,6.19
60655,3.73
61346,3.93
85627,7.68
70661,4.24
81067,6.62
95312,5.81
59420,4.9
77863,4.41
76953,5.81
68771,4.61
65817,4.39
77345,4.28
54765,3.9
92555,6.68
94929,4.22
80514,5.92
82902,6.25
82327,5.64
86028,7.78
79493,6.34
74159,4.82
63767,4.31
66418,4.74
98087,3.46
70451,4.39
