ZIP,Population,Median age
68979,2054,40.2
68980,388,41
68981,313,42.5
68982,749,46
69001,9297,41.4
69020,373,49.8
69021,1404,47.1
69022,1624,47.8
69023,319,54.4
69024,1290,49.5
69025,1190,35.4
69026,158,59.3
69027,93,66.8
69028,680,50.1
69029,361,52.4
69030,309,41.7
69032,507,50.5
69033,2607,43.9
69034,1079,41.5
69036,29,51.3
69037,70,57.2
69038,498,44.9
69039,50,57.8
69040,753,48.2
69041,130,52.8
69042,64,39.7
69043,442,51.1
69044,794,42.3
69045,1181,40.7
69046,177,56
69101,29813,38.2
69120,935,47.8
69121,446,38.5
69122,745,40.8
69123,824,42
69125,432,41.6
69127,1087,50.7
69128,267,55.6
69129,1247,48.3
69130,5300,40.5
69131,493,45.2
69132,143,47.5
69133,503,35.2
69134,386,35.9
69135,112,26.7
69138,4442,41.8
69140,1766,42.2
69141,306,52.6
69142,113,42.3
69143,1285,39.8
69144,169,51.4
69145,3084,46.6
69146,281,68.1
69147,546,59.5
69148,168,58.9
69149,679,47.7
69150,559,38.9
69151,867,47
69152,805,55.5
69153,5425,46.2
69154,1316,50.6
69155,1071,41.8
69156,687,42
69157,20,33.7
69161,101,48.9
69162,7994,38.4
69163,781,48.6
69165,1924,44.1
69166,680,44.4
69167,323,45.6
69168,203,57.9
69169,599,44.6
69170,389,50.8
69171,11,
69201,3999,48.7
69210,2495,48.5
69211,359,34.3
69212,309,43.7
69214,256,39.4
69216,149,47.5
69217,363,43.7
69218,152,34.3
69219,95,27.2
69220,39,47.9
69221,193,27.7
69301,10289,40.9
69331,37,34.5
69333,195,48.4
69334,2103,47.5
69335,22,61.3
69336,2521,38.1
69337,7438,31.1
69339,1506,48.8
69340,197,28.7
69341,10786,37.6
69343,2477,44.6
69345,504,49.2
69346,609,48
69347,1149,52.7
69348,1419,39.7
69350,284,55.8
69351,139,30.9
69352,817,37.1
69353,15,78.1
69354,137,49.3
69355,138,34.7
69356,1975,37.8
69357,3616,40.3
69358,1638,41.7
69360,1364,49.4
69361,18112,38.6
69365,24,49.6
69366,350,25.6
69367,162,45.5
70001,38969,37.4
70002,18609,40.7
70003,39774,41.7
70005,25073,43.2
70006,16146,39
70030,4367,41.1
70031,1362,47.5
70032,4521,32.6
70036,1115,61.2
70037,16294,35.3
70038,538,40.4
70039,1882,36.9
70040,1194,47
70041,2324,41.6
70043,19375,31.8
70047,12722,37.8
70049,2187,45.7
70050,22,
70051,2000,42.9
70052,3611,36
70053,16621,35.6
70056,39718,34.2
70057,4321,34.4
70058,40032,34.8
70062,16460,37.2
70065,52069,38.4
70067,3179,38.7
70068,33393,34.6
70070,12698,37.6
70071,3540,35.9
70072,55812,37.9
70075,5019,32.9
70076,517,16.3
70079,3044,37
70080,1627,38.2
70082,325,36.7
70083,2535,31.3
70084,7380,42.1
70085,4407,40.6
70086,2194,29.9
70087,9125,33.4
70090,7737,43.7
70091,313,21.5
70092,7792,32.6
70094,31064,36.4
70112,3054,31
70113,8011,38
70114,24996,34.3
70115,34429,37.7
70116,11936,43
70117,22639,38.6
70118,34939,31.1
70119,36654,34.9
70121,11877,46.1
70122,32966,36.6
70123,27008,43.4
70124,19614,37.4
70125,16597,31.4
70126,25224,33.1
70127,24436,30.4
70128,19109,32.8
70129,9934,34
70130,14271,35
70131,29662,38.7
70139,0,
70163,0,
70301,44266,36.4
70339,6066,46.8
70340,148,37.7
70341,4333,36.5
70342,4950,33.4
70343,5163,32.6
70344,6592,35.3
70345,9803,36.8
70346,11155,32.3
70352,239,45.2
70353,989,46.4
70354,4342,37.6
70355,1059,40.8
70356,1849,45.7
70357,2948,40.2
70358,1002,34.8
70359,8965,30.3
70360,27120,37.2
70363,26723,32.6
70364,30090,35.1
70372,2421,35.3
70373,6752,35.6
70374,7411,37.8
70375,133,38.2
70377,4835,42.6
70380,22585,38.6
70390,7314,37.1
70391,204,59.1
70392,8500,36
70393,700,36.8
70394,13944,37.2
70395,5632,37.3
70397,969,45.1
70401,20048,30.8
70402,1295,19.7
70403,26187,33.8
70420,8403,42
70422,14757,33.9
70426,6486,39.4
70427,19577,37.8
70431,4633,46.8
70433,32686,39.8
70435,18425,40.6
70436,505,59.7
70437,8415,45.8
70438,18006,40.9
70441,4745,36.8
70442,158,65.5
70443,9502,35.3
70444,9927,43.3
70445,10375,46.9
70446,6756,37.7
70447,11040,33.9
70448,25396,40
70449,3742,45.7
70450,3078,41.5
70451,53,13.9
70452,11657,44.8
70453,925,39.2
70454,27690,34.3
70455,1209,47.3
70456,2851,36.9
70458,36068,39.5
70460,22166,35.4
70461,28744,37
70462,5715,41.4
70463,227,44.8
70464,718,31.6
70465,506,33.8
70466,8826,34.1
70471,21523,40.8
70501,30155,36.2
70503,29071,33.5
70506,44296,31.7
70507,16617,34.5
70508,36156,35.4
70510,25850,35.7
70512,10198,38.8
70513,150,52
70514,2058,42.1
70515,3865,31.8
70516,692,43.4
70517,26369,35.9
70518,12921,35.3
70519,228,52.5
70520,19078,34.3
70523,602,39.4
70524,518,42.9
70525,13669,32
70526,19670,34.6
70528,2659,34.4
70529,11249,33
70531,1319,38.2
70532,2430,42.5
70533,6723,40.3
70534,916,31
70535,18277,36.3
70537,594,42.2
70538,14399,40.2
70541,442,39.6
70542,3539,40.6
70543,4401,35.8
70544,11661,35.5
70546,16362,35.7
70548,10249,38.8
70549,4164,42.1
70550,431,53.3
70552,1854,35.4
70554,5861,33.3
70555,8274,34
70556,391,27.6
70558,0,
70559,2566,29.9
70560,42337,34.7
70563,18610,39.2
70570,38195,35.1
70575,33,80.3
70576,1448,32.8
70577,4367,30.8
70578,16755,38.6
70580,33,11.9
70581,590,57.3
70582,19400,37.1
70583,11219,34.3
70584,8169,36.3
70585,195,41.3
70586,19796,37
70589,3090,39.1
70591,5347,35.2
70592,20658,33.5
70601,32108,37.3
70605,34830,38.1
70607,26005,32
70611,20170,37.4
70615,12954,34.6
70630,1021,50.2
70631,732,50.3
70632,604,50.7
70633,7270,38.6
70634,25294,36
70637,614,23.8
70638,936,28.7
70639,531,39.8
70640,297,49.5
70643,194,54.7
70644,242,37.8
70645,1284,45.2
70646,509,22.5
70647,8742,37.6
70648,8508,37.9
70650,432,32.1
70651,234,50.3
70652,2338,34.2
70653,3034,42.2
70654,77,47.8
70655,3519,35.8
70656,3439,40.5
70657,5255,35.3
70658,1314,35.8
70659,1435,33.7
70660,2880,44.6
70661,2217,39.5
70662,312,62.8
70663,27962,37.4
70665,11184,33.3
70668,6789,41.2
70669,10169,32.9
70706,22041,34.8
70710,4004,32.6
70711,5578,32.5
70712,4185,42.8
70714,19703,34
70715,1582,32.6
70719,4400,35.7
70721,857,28.7
70722,5937,41.8
70723,1945,29.6
70725,2124,33.2
70726,53882,34.3
70729,976,33.8
70730,3277,46.6
70732,1079,47.5
70733,1602,47.6
70734,7302,34.2
70736,636,41.2
70737,40679,35.5
70739,14697,36.5
70740,1355,39.1
70743,235,48
70744,5883,37.8
70747,157,40.3
70748,6657,43.2
70749,1614,45.2
70750,1694,44.6
70752,1013,39.8
70753,843,47.4
70754,10121,36
70755,2083,38.9
70756,386,51.7
70757,3196,38.1
70759,1380,47
70760,6589,43.3
70761,728,39.4
70762,767,46.5
70763,3643,39.9
70764,17492,35.9
70767,15097,36.9
70769,37709,34.7
70770,2841,44.7
70772,899,43.2
70773,188,29.1
70774,10785,35.6
70775,10947,40.4
70776,5824,40.3
70777,4769,36
70778,2704,35.5
70780,1180,44.6
70782,286,54.1
70783,2676,44.8
70785,21094,32.9
70787,67,
70788,3996,39.2
70789,646,46.8
70791,25462,34.8
70801,13,
70802,27780,31.1
70803,1010,19.5
70805,29180,30.6
70806,28269,34.2
70807,19365,29.3
70808,32448,31.1
70809,23888,35.8
70810,37335,34.9
70811,13002,34
70812,11195,34.1
70814,15938,33.2
70815,30142,34.8
70816,43540,32.2
70817,32441,39.6
70818,9391,41.6
70819,4696,31.9
70820,19600,22.5
70836,0,
71001,4467,43.5
71003,1260,37.7
71004,507,45.5
71006,12410,38.8
71007,981,45.5
71008,688,35.9
71016,1659,39.6
71018,1308,50.8
71019,8508,37.7
71021,470,52.3
71023,3284,42.9
71024,1823,40.3
71027,2005,42.6
71028,1574,44.8
71029,162,59.1
71030,1582,37.2
71031,1248,43.3
71032,1991,44.9
71033,3416,47.5
71034,367,34.8
71037,20198,36.7
71038,4118,45.2
71039,1775,46.1
71040,9127,41
71043,633,32.6
71044,655,47.3
71045,858,40
71046,1372,37.8
71047,11205,39.6
71048,65,54
71049,3469,35.5
71051,2258,41.6
71052,10264,36.2
71055,20044,39.8
71060,2871,39.2
71061,1474,51.8
71063,621,44.5
71064,4278,44.7
71065,1196,41.8
71067,3296,36.6
71068,3515,47.5
71069,549,49
71070,2065,46.7
71071,2751,35.4
71072,1343,48.8
71073,2571,38.2
71075,6756,39.9
71078,5669,44.1
71079,447,18.9
71082,5392,41.9
71101,8005,41.6
71103,8270,36.9
71104,13710,34.1
71105,22844,34
71106,35257,37.6
71107,33704,35.2
71108,19477,30.2
71109,21336,37.8
71110,3558,22.4
71111,40700,33.5
71112,32289,35.1
71115,14602,38.6
71118,27032,34.6
71119,11957,40.9
71129,14159,34
71201,20107,39.5
71202,32075,29.7
71203,36536,32.7
71209,119,19.6
71219,1071,42.2
71220,23197,37.4
71222,3512,36.2
71223,357,30.8
71225,7745,34.7
71226,1896,41.4
71227,4159,31.1
71229,1551,39.1
71232,6575,39.8
71233,247,39
71234,3877,44.2
71235,4326,42.4
71237,2091,29.6
71238,3145,36.8
71241,9826,39.4
71243,158,40.5
71245,4735,25.2
71247,1002,32.1
71250,60,56.8
71251,8953,38.7
71253,375,23.5
71254,6535,33.2
71256,857,36
71259,1825,40.4
71260,3399,45.6
71261,1428,54.4
71263,7933,42.1
71264,1174,44.7
71266,1467,46.8
71268,2669,40.7
71269,12872,36.6
71270,30931,27.2
71272,1818,19.7
71275,2577,37.9
71276,269,51.9
71277,1743,47.6
71279,69,10.7
71280,3670,36.5
71282,11099,34
71286,605,40.5
71291,32517,37.4
71292,20447,36.4
71295,14803,36.6
71301,23128,34.9
71302,15632,34.7
71303,21258,37.6
71316,17,66.6
71322,7032,39.6
71323,842,30
71325,1232,31.9
71326,1110,34.4
71327,5911,36.8
71328,7617,39.4
71331,1025,30.4
71333,619,50.6
71334,9765,34.6
71336,1354,46.7
71339,35,72.7
71340,1683,31.8
71341,3326,39.5
71342,8222,40.9
71343,7755,42
71345,99,55.7
71346,3068,39.3
71350,4257,44.8
71351,10957,38.5
71353,1686,41.8
71354,1830,39.9
71355,3043,35.8
71356,835,32.7
71357,2328,38.7
71358,1244,48.5
71360,35132,37.5
71362,1709,36.2
71366,1569,45.6
71367,1313,40.4
71368,1489,45.5
71369,2773,33.1
71371,1753,34.3
71373,6918,39.2
71375,1111,45.5
71377,109,36.9
71378,2320,41.7
71401,87,36.2
71403,4403,37.7
71404,564,47.3
71405,5667,38.1
71406,426,36.6
71407,753,40.3
71409,6345,43.6
71410,118,24.8
71411,2549,36
71414,145,42.4
71416,974,31.6
71417,4414,38
71418,6164,40.8
71419,2710,43.4
71422,1560,42.5
71423,4820,34.2
71424,1411,38.1
71425,254,51.2
71426,183,49.8
71427,147,57.6
71429,2478,48.3
71430,3017,30
71432,1242,33.3
71433,4230,38.5
71435,3775,42.8
71438,1591,40.1
71439,1584,40.1
71441,570,36.8
71446,23905,34.4
71447,1301,32.4
71449,9727,43.3
71450,1037,35.8
71452,37,54
71454,2496,42.6
71455,100,27
71456,899,47.4
71457,28313,30.8
71459,12247,22.5
71461,2507,34.3
71462,1377,36.7
71463,10129,41.6
71465,2940,32.7
71466,523,39.7
71467,8072,37.7
71468,911,43
71469,2889,34.6
71472,330,46.3
71473,308,39.8
71474,827,32.9
71479,699,49.3
71480,1119,37.3
71483,11033,39
71485,2213,40.4
71486,5629,34.9
71601,17269,29.6
71602,16153,40.9
71603,33058,40.1
71630,573,39.9
71631,594,40.8
71635,12545,41.7
71638,3696,38.9
71639,6027,38.1
71640,3154,43.4
71642,595,32.3
71643,1204,35.6
71644,4319,37.6
71646,6288,39.3
71647,1884,35.6
71651,172,50.1
71652,988,47.9
71653,5048,45.1
71654,4667,33.2
71655,15406,37.5
71658,829,32.3
71659,132,64
71660,970,36.5
71661,430,33.3
71662,166,12.9
71663,621,38.7
71665,6134,41.5
71666,19,68.5
71667,8110,36.9
71670,1473,49.5
71671,8745,41.5
71674,658,51.9
71675,1965,36.3
71676,586,53.1
71677,206,34
71701,19586,42.1
71711,15,39.3
71720,2623,38.5
71722,80,57
71724,365,50.9
71725,617,54.4
71726,1261,58.4
71730,32328,38.2
71740,1377,35.6
71742,6038,40.5
71743,4169,41.2
71744,3318,47
71745,240,44.8
71747,905,47.2
71749,2329,44.1
71751,1052,43.7
71752,775,34.5
71753,17593,34.3
71758,336,61.5
71759,612,39.8
71762,2428,41.2
71763,1520,45.6
71764,1845,49.1
71765,1828,48.5
71766,639,42.9
71770,3144,38.7
71772,0,
71801,17039,35.9
71820,133,30.2
71822,8775,40.6
71823,41,51.5
71825,900,33
71826,1370,36.6
71827,662,45.6
71832,10919,33.3
71833,2131,38.8
71834,1673,49.8
71835,1237,38.9
71836,2957,42.7
71837,5451,36.9
71838,966,49.3
71839,405,33.3
71841,903,42.6
71842,2115,27.9
71845,2205,40.6
71846,3360,38.5
71847,572,40.9
71851,2405,37.1
71852,9712,38.5
71853,321,36.9
71854,36008,37.2
71855,511,56.1
71857,5869,39.7
71858,1853,44.7
71859,492,58.2
71860,3071,37.5
71861,1785,53.6
71862,601,47.8
71865,266,34.7
71866,379,51
71901,30270,39.2
71909,15248,67.1
71913,43047,44.4
71921,3857,38.7
71922,152,60.3
71923,14978,34
71929,4442,41.6
71933,1591,33.6
71935,678,59.5
71937,1848,44.5
71940,1568,44.1
71941,2396,38.9
71943,4987,39.6
71944,774,32.8
71945,1626,44.8
71949,2778,30
71950,931,47.8
71952,295,30.6
71953,14517,46.3
71956,2074,39.3
71957,3098,56.1
71958,2428,41.3
71959,664,46.5
71960,1437,40.4
71961,1159,42.9
71962,981,43.5
71964,3781,39.8
71965,210,51.3
71968,4553,44.7
71969,296,55.7
71970,957,47.8
71971,438,42.6
71972,298,24.6
71973,1472,29.1
71998,385,19.8
71999,649,20.1
72001,418,52.5
72002,15302,34.8
72003,939,34.5
72004,1339,37.5
72005,155,42.6
72006,2803,44.5
72007,6821,32.6
72010,7019,36.8
72011,3935,38.4
72012,12766,36
72013,2048,50.4
72014,64,52
72015,29037,35.8
72016,2933,47.9
72017,818,45.3
72019,23713,39.7
72020,4083,43.8
72021,3934,45
72022,15685,36.8
72023,36621,34.8
72024,3638,43.5
72025,817,28.9
72026,446,51.4
72027,1535,41.8
72029,1701,47
72030,688,50.3
72031,6935,43.1
72032,31963,33.6
72034,47533,28.7
72035,1618,19.4
72036,750,48.1
72037,36,32
72038,31,65.1
72039,2492,40.3
72040,2945,44.1
72041,1374,41.8
72042,4939,40.5
72044,816,54.6
72045,1325,47.8
72046,4596,38.5
72047,939,35.8
72048,42,53.2
72051,636,40.6
72055,802,40.5
72057,900,37.2
72058,16075,35.6
72059,34,68.7
72060,394,29
72061,138,39
72063,1637,44.2
72064,2458,47.9
72065,4921,40.3
72067,2945,53.7
72068,509,40.8
72069,2042,45.9
72070,1997,37
72072,458,32.4
72073,1045,46.3
72074,117,55
72076,39283,35
72079,819,37.9
72080,749,36.3
72081,7689,42.3
72082,2079,38.1
72083,209,48.8
72084,1700,34.7
72085,228,40
72086,10745,39.3
72087,2101,56.1
72088,2481,65.1
72099,556,21.1
72101,3158,42.9
72102,2427,44.5
72103,13044,35.8
72104,23384,39.1
72106,5637,38.2
72107,379,45.9
72108,30,67.3
72110,11913,36.2
72111,1029,46.8
72112,11416,37.8
72113,22098,33.9
72114,13864,32
72116,21638,42.2
72117,12874,41.4
72118,23272,35.2
72119,60,16.9
72120,30921,38.2
72121,2651,44.2
72122,926,49
72123,428,40.4
72125,894,49.2
72126,3625,41.3
72127,2140,42
72128,854,36.8
72129,1280,52.7
72130,493,46.2
72131,4755,46.6
72132,3314,38.8
72134,375,39.1
72135,2595,46.7
72136,1333,43.5
72137,2250,38.1
72139,239,39.5
72140,380,48.8
72141,688,35.5
72142,2857,45.5
72143,36330,31.4
72149,0,
72150,11575,39.8
72152,379,48.6
72153,2628,46.4
72156,576,50.6
72157,1261,43.2
72160,10765,41.7
72165,0,
72166,252,51.1
72167,1813,37.9
72168,2074,37.3
72169,179,41.5
72170,187,48.3
72173,9117,36.6
72175,317,44.4
72176,8972,34.2
72179,586,39.4
72181,22,48.4
72201,954,43.9
72202,11208,37
72204,30480,34.3
72205,23038,34.7
72206,24965,42.8
72207,10544,40
72209,31624,28.5
72210,14479,41.9
72211,21740,34.4
72212,13865,41.8
72223,21410,38.4
72227,12153,39
72301,25652,34.2
72311,143,32.9
72315,23917,34.5
72320,1398,40.8
72321,157,43.5
72322,356,26.7
72324,1948,48.4
72325,30,57.2
72326,1699,53.9
72327,1507,39.2
72328,48,60.9
72329,136,46.7
72330,721,32.2
72331,3566,31.2
72332,68,21.6
72333,860,27.8
72335,19613,35.9
72338,17,
72339,156,55.4
72340,82,54.5
72341,185,42.5
72342,5267,35.6
72346,623,45.8
72347,731,43.8
72348,3121,35.1
72350,1276,36
72351,609,37.1
72353,111,32.5
72354,2530,40.3
72355,2546,50.3
72358,1567,31.2
72359,449,49.7
72360,6250,38
72364,15970,32.5
72365,2960,45.7
72366,2052,41.8
72367,124,51.8
72368,1228,46.6
72370,8395,33.9
72372,2331,37.8
72373,1361,45.1
72374,828,44.4
72376,1532,47.9
72377,17,
72379,37,61.1
72383,35,
72384,764,47.7
72386,1591,43.2
72389,302,32.3
72390,8657,33.2
72392,351,55
72394,705,41.6
72395,1126,39
72396,13380,38.8
72401,55536,31.8
72404,24510,34.8
72410,323,46.5
72411,2338,36.8
72412,719,41.3
72413,646,44.3
72414,461,34.1
72415,1360,35.9
72416,6706,32.2
72417,3670,36.3
72419,1570,43.2
72421,483,30.4
72422,4924,46.5
72424,45,43.3
72425,311,45.9
72426,204,50.7
72427,176,37.2
72428,51,23.6
72429,365,48.8
72430,413,36.4
72431,513,41.5
72432,6327,38.4
72433,3230,38
72434,1997,38.2
72435,471,41.8
72436,837,38.1
72437,3215,38.3
72438,2203,35.7
72440,194,38.5
72441,87,47.1
72442,4759,40.8
72443,3344,33.4
72444,1342,45.7
72445,85,40.5
72447,2003,41.6
72449,243,30.6
72450,36413,38.7
72453,137,47.3
72454,4942,42.8
72455,12672,41.4
72456,432,45.8
72457,117,57.9
72458,925,47.3
72459,1594,51.3
72460,536,51.1
72461,4087,42.6
72462,418,41.5
72464,54,44
72466,1655,38.7
72467,218,19.5
72469,1079,48.9
72470,210,43.9
72471,1056,45.3
72472,9510,36.6
72473,2436,46.7
72476,7006,38.7
72478,442,49.8
72479,1728,44.8
72482,998,53.3
72501,25349,37.8
72512,2434,57.5
72513,3065,43.4
72515,24,
72517,560,27.9
72519,2982,45.6
72520,392,16.5
72521,4929,38.7
72522,546,39.8
72523,1207,40.4
72524,196,30.5
72526,175,30.6
72527,656,37.9
72528,104,28.3
72529,4379,50.8
72530,1884,43.9
72531,663,61.4
72532,1923,44.8
72533,581,50.3
72534,1406,43.2
72536,329,48.6
72537,529,63.1
72538,481,33.5
72539,202,45.6
72540,281,37.2
72542,3904,48.1
72543,12263,45.4
72544,386,62.2
72546,215,55.7
72550,753,41.3
72553,72,39.5
72554,2969,50.6
72555,104,63.7
72556,2660,47
72560,8808,48.6
72561,870,55.2
72562,2464,39.3
72564,616,46.7
72565,763,53.5
72566,480,37.5
72567,351,58.3
72568,1385,45
72569,213,57.8
72571,368,40.9
72572,209,44.3
72573,252,32.5
72576,4083,41.3
72577,700,47.5
72578,214,62.2
72579,1271,35.9
72581,1057,50.3
72583,1826,52.8
72584,817,52.1
72585,336,19.9
72587,168,55.7
72601,30185,40.2
72611,1695,36
72616,10175,38.4
72617,164,76.1
72619,2057,58
72623,910,36.6
72624,373,54.4
72626,1301,50.3
72628,782,47.8
72629,460,47.6
72630,189,53.3
72631,4241,59.6
72632,4542,54.9
72633,1895,44.7
72634,4672,46.2
72635,3266,35.5
72636,27,59.2
72638,6937,39.3
72639,899,41.4
72640,288,33
72641,2490,50.3
72642,1967,65.6
72644,2528,53.3
72645,1782,47.3
72648,711,52.3
72650,4207,41.8
72651,1354,51.4
72653,28294,51.7
72655,476,41.6
72658,2406,43.7
72660,722,44.9
72661,433,51.6
72662,2981,49.1
72663,543,32.1
72666,217,61.4
72668,619,54.9
72669,180,51.5
72670,91,45.8
72672,247,54.8
72675,1199,56.9
72677,470,37.1
72679,42,49.6
72680,735,46.8
72682,504,54.5
72683,295,36.8
72685,1536,35.3
72686,139,43.6
72687,5889,51
72701,41076,26.7
72703,30557,30.9
72704,22578,29.7
72712,44755,33
72714,12481,43
72715,15210,59.7
72717,888,54.3
72718,2144,34.4
72719,9563,29.1
72721,510,42.6
72722,3692,30.4
72727,5935,40.1
72729,109,49.5
72730,8554,33.8
72732,3991,47.8
72734,7072,36.8
72736,6164,35.9
72738,2654,45.1
72739,100,48.7
72740,9127,36.5
72742,291,59.1
72744,5138,35
72745,11552,35.6
72747,101,45.5
72749,95,48.3
72751,6338,36.4
72752,429,57.1
72753,7993,39.4
72756,39762,35.8
72758,37376,31.5
72760,259,52.6
72761,21907,31.8
72762,35142,35.6
72764,54340,28.4
72768,1104,37.2
72769,1268,33.8
72773,1046,40.9
72774,6270,40.3
72776,603,46.5
72801,19467,27.3
72802,21275,40.6
72821,2076,42.4
72823,6459,37
72824,1568,38
72826,59,26.6
72827,103,55.6
72828,98,49.7
72830,15330,36.2
72832,1072,38.8
72833,4356,35.9
72834,11208,38.4
72835,720,48.9
72837,7558,39.7
72838,107,48.6
72839,302,59.6
72840,2136,31.1
72841,213,48.7
72842,1315,41.1
72843,2518,30.9
72845,971,47.3
72846,4207,38.1
72847,2457,41.8
72851,666,48.8
72852,111,61.4
72853,1912,43
72854,744,48.2
72855,5803,44.7
72856,566,48.5
72857,1584,37.9
72858,3368,38
72860,454,53.1
72863,1454,38
72865,2171,29.8
72901,22995,33
72903,26837,40.5
72904,20130,30
72908,13494,39.6
72916,7507,42.8
72921,14471,34.5
72923,4819,38.9
72926,568,52.9
72927,8995,44.2
72928,528,42.6
72930,403,44.1
72932,2069,41.1
72933,4843,40
72934,1441,38
72935,485,49
72936,14674,37.2
72937,3767,42.8
72938,1476,42.6
72940,2427,45.7
72941,5795,38.6
72943,2359,40.9
72944,2615,44.6
72945,245,42.6
72946,3216,49.6
72947,4979,38.1
72948,369,47.3
72949,9452,43.1
72950,417,44.4
72951,1167,43.9
72952,3098,44.7
72955,180,58.6
72956,32870,38.2
72958,7741,38.2
72959,2857,37.8
73002,1068,37.1
73003,21004,33.6
73004,753,38.8
73005,9584,35.6
73006,4014,37.9
73007,2055,42.6
73008,20192,34.1
73009,1189,42.7
73010,18277,37.9
73011,436,40.3
73012,29429,32.5
73013,47166,35.2
73014,1751,42.4
73015,2854,35.6
73016,1559,37.4
73017,1892,40.9
73018,19993,38.5
73019,64,20.1
73020,22063,39.6
73021,300,53
73024,632,50.3
73025,12300,38.1
73026,11093,45.3
73027,1546,39.8
73028,3607,44.4
73029,1606,42
73030,4319,45.3
73032,319,41.1
73033,434,36.9
73034,43082,35.4
73036,19303,36.4
73038,1987,41.5
73040,1716,38.6
73041,277,52.6
73042,994,41.8
73043,181,45.5
73044,21431,37.5
73045,10187,39.7
73047,5206,32.6
73048,2007,41.1
73049,6359,39.7
73050,879,20.7
73051,10167,39.6
73052,6266,39.1
73053,750,42.9
73054,3668,44.3
73055,9959,42.9
73056,580,43
73057,2382,39.5
73058,272,49.8
73059,2542,43.7
73061,1770,38.6
73062,1562,48.1
73063,691,46.7
73064,21945,36.6
73065,6977,39.5
73066,516,29.9
73067,2173,44.9
73068,11333,35.1
73069,24385,30.7
73071,38924,28.8
73072,45544,27.7
73073,688,44.8
73074,1121,36
73075,9456,39.6
73077,6868,41.2
73078,8395,38.4
73079,638,32.3
73080,9614,38
73082,2612,42
73084,6802,42.8
73086,8569,39.5
73089,12402,36.5
73090,1385,38.1
73092,869,35.9
73093,2915,32.3
73095,2140,36.7
73096,14060,26.3
73097,97,51
73098,4340,42.3
73099,61147,34.6
73102,4238,33.9
73103,4549,34.8
73104,1974,30.1
73105,5925,36.2
73106,13269,31.3
73107,26810,33.4
73108,15120,26.6
73109,20056,32.9
73110,33642,32.1
73111,11414,42.6
73112,30801,36.6
73114,18987,29.3
73115,21126,34.1
73116,9601,39
73117,5292,35.7
73118,13743,34.3
73119,32311,28.8
73120,35985,37.8
73121,3294,50.1
73122,13962,35.4
73127,24937,30.2
73128,4822,33.2
73129,19108,28.6
73130,19535,40.5
73131,3257,45.5
73132,27227,35.2
73134,4991,30.7
73135,21031,32.5
73139,18566,32.3
73141,2660,35.1
73142,11142,35.2
73145,2493,22.6
73149,4868,31.8
73150,4282,47.6
73151,1522,39.8
73159,30416,35.5
73160,55366,32.3
73162,29518,41.2
73165,6487,39.7
73169,1981,36.9
73170,36792,37.4
73173,1594,33.7
73179,3578,33.8
73401,35838,37.6
73425,53,55.3
73430,1265,51.4
73432,1028,38.2
73433,2758,40
73434,524,38.8
73437,80,43.8
73438,3687,42.5
73439,7666,49.3
73440,208,61.6
73441,163,49.9
73442,523,44.4
73443,3554,40
73444,117,51.5
73446,8090,37.9
73447,1248,42.7
73448,6159,36.4
73449,2688,48.5
73450,1384,49.1
73453,428,49.6
73455,580,44.5
73456,2151,38.8
73458,925,36.3
73459,1062,43.1
73460,4690,37.8
73461,785,34.9
73463,3647,39.6
73481,1031,37.4
73487,106,56
73491,842,29.9
73501,20450,35
73503,10118,21.7
73505,51391,31.6
73507,23592,33.1
73520,114,51.5
73521,21793,33.4
73526,2061,41.8
73527,5202,39.2
73528,610,36.5
73529,5036,42.8
73530,562,50.3
73531,459,38.4
73532,466,43.6
73533,28225,39.3
73537,669,43.9
73538,5162,36.8
73539,235,40
73540,384,44.2
73541,3057,37.9
73542,4398,36.6
73543,1663,32.7
73544,262,46.2
73546,1156,43
73547,2291,40.4
73548,567,50.1
73549,344,43.9
73550,2405,40.3
73551,40,43.7
73552,1629,38.4
73553,31,56.5
73554,3482,38.9
73555,224,45.4
73556,140,42.3
73557,204,43.9
73559,585,46.2
73560,668,30.3
73562,688,50.9
73564,497,45.6
73565,1008,44.1
73566,1938,40.6
73567,643,41.1
73568,1367,37.1
73569,625,39.7
73570,1180,42.1
73571,178,44.1
73572,3552,39.8
73573,2414,45.1
73601,10241,35.1
73620,990,42
73622,238,41.5
73624,2376,27.3
73625,559,51.6
73626,801,49.6
73627,533,31.8
73628,1775,38.5
73632,3349,42.8
73638,122,50.3
73639,502,51.9
73641,787,38.5
73642,163,57.3
73644,14465,34.6
73645,1385,37.3
73646,484,31.3
73647,654,40
73650,1124,30.9
73651,4175,38.4
73654,849,39
73655,723,52.5
73658,330,38.8
73659,175,53.4
73660,380,51.4
73661,482,36.7
73662,6912,35.4
73663,1199,41.8
73664,1155,42.9
73666,200,38.5
73667,592,47.7
73669,1821,36.7
73673,337,57.1
73701,25850,34.3
73703,27884,37.8
73705,298,22.6
73716,420,49.8
73717,6768,33.1
73718,604,46
73719,33,54.4
73720,240,35.4
73722,581,37
73724,1022,54.4
73726,644,37.5
73727,235,50.6
73728,1875,47.5
73729,577,47
73730,711,35.4
73731,136,61.8
73733,226,45.4
73734,974,33.6
73735,623,38.2
73736,414,43.5
73737,3295,43
73738,1071,41.1
73739,235,50.8
73741,1659,44.4
73742,4423,33.2
73743,144,42.7
73744,232,49.6
73746,9,
73747,340,29.5
