ZIP,Population,Median age
19931,225,59.2
19933,8890,41.6
19934,13814,39.9
19936,310,29.8
19938,9224,39.8
19939,6032,49.1
19940,5600,38.1
19941,3484,31.2
19943,12327,38.4
19944,637,65.6
19945,8594,42.4
19946,4293,41.1
19947,18447,36.8
19950,7601,40
19951,1678,52.4
19952,10452,38.8
19953,4152,41.9
19954,1366,43.7
19955,97,41.1
19956,15460,39.4
19958,21844,56.9
19960,7372,32.8
19962,10589,38.6
19963,18931,45.1
19964,1355,47.4
19966,26638,47.1
19967,442,58.3
19968,8886,47
19970,6693,58.3
19971,11866,56.1
19973,23249,43.3
19975,8467,50.5
19977,24977,37.7
19979,639,34.1
20001,41345,30.7
20002,56646,34.3
20003,28202,34.8
20004,1667,40.3
20005,12497,33.6
20006,2969,20.3
20007,26470,33.8
20008,28327,35.9
20009,50709,32.4
20010,33670,31.6
20011,65701,36.5
20012,14656,44.4
20015,15916,43.8
20016,34371,37.9
20017,19364,36.5
20018,18834,39.2
20019,53352,35.6
20020,52480,32.7
20024,11245,38.9
20032,38152,28.9
20036,5157,31.6
20037,15156,27.8
20045,0,
20052,341,19.9
20053,0,
20057,3809,19.6
20064,1742,19.8
20105,13647,33.1
20106,5265,42.7
20109,35711,31.3
20110,47103,32.9
20111,32648,33.6
20112,27187,40.2
20115,5975,44.6
20117,2450,49.1
20118,11,46.8
20119,4407,43
20120,41244,36.2
20121,29932,32.3
20124,15713,40.7
20129,734,46.6
20130,173,44.6
20132,17531,36.6
20135,2959,43.5
20136,31367,32.1
20137,1456,44.3
20139,171,44.8
20141,6275,39.3
20143,1357,42.4
20144,1222,43.3
20147,59371,34.4
20148,34777,33
20151,21959,35.1
20152,27826,33.9
20155,32069,35.8
20158,4196,42.8
20164,39056,33.5
20165,33252,37.7
20166,9945,33.4
20169,21476,38.2
20170,42634,34.8
20171,48663,34.6
20175,30606,36.1
20176,48876,35.4
20180,6426,41.8
20181,7844,42.9
20184,764,52.1
20186,14854,42.6
20187,16179,41.5
20190,18274,37.9
20191,29021,39.3
20194,13319,39.9
20197,1667,42.5
20198,2316,45.4
20202,0,
20204,0,
20228,0,
20230,0,
20240,0,
20245,0,
20260,0,
20307,118,30.1
20317,406,85.4
20319,89,21
20373,66,21.6
20390,279,21.3
20405,0,
20418,0,
20427,0,
20506,0,
20510,0,
20520,0,
20535,0,
20540,0,
20551,0,
20553,0,
20560,0,
20565,0,
20566,0,
20593,0,
20601,25881,35.9
20602,26647,32.6
20603,31733,34.4
20606,408,50.5
20607,9730,41.9
20608,744,47.6
20609,1090,42.6
20611,945,51.4
20612,372,57.9
20613,14284,41.1
20615,433,38.8
20616,6604,35.6
20617,969,42.2
20618,811,41.4
20619,10886,31.9
20620,1291,41.1
20621,1385,43.9
20622,4781,44.3
20623,2773,38.3
20624,1229,45.2
20625,630,50.6
20626,247,54.3
20628,133,46.4
20629,263,59.3
20630,291,47.6
20632,359,40.9
20634,6769,34.6
20636,10280,39.6
20637,5102,46.4
20639,14682,41.6
20640,10579,35
20645,1117,40.9
20646,18937,42.4
20650,13472,42.6
20653,25580,30.5
20657,19639,34.7
20658,1005,45.7
20659,24010,38
20660,28,
20662,2836,46.4
20664,2746,40.6
20667,485,47.4
20670,1421,23.1
20674,813,53.7
20675,1398,50.9
20676,4478,38.8
20677,2270,42.9
20678,12285,40.5
20680,1461,44.1
20684,1116,31
20685,6313,44.6
20686,1020,19.9
20687,379,60.1
20688,1559,68.2
20689,1440,41.3
20690,567,54
20692,1676,45
20693,1243,46.6
20695,4829,44.4
20701,92,40.5
20705,26658,37.1
20706,38682,36.4
20707,32099,36.5
20708,25375,33.7
20710,9559,34.6
20711,6586,39.7
20712,9000,32.5
20714,4598,37.1
20715,26906,39.5
20716,21184,38.2
20720,22097,38.6
20721,27847,42.4
20722,5883,35.7
20723,31049,35.8
20724,17000,34.2
20732,9861,35.5
20733,2747,42
20735,38237,41.5
20736,9517,44
20737,21248,29.6
20740,29017,25.4
20742,8574,19.2
20743,38788,36.7
20744,51460,43.4
20745,30260,35.3
20746,27659,34.9
20747,37597,36.5
20748,38525,38.1
20751,2315,47.1
20754,6809,44.1
20755,9809,21.9
20758,486,54.3
20759,3417,42.6
20762,3356,22.6
20763,2358,31.1
20764,4742,38.5
20765,578,57.2
20769,6793,39.7
20770,25405,33.4
20772,44075,40
20774,44182,39.3
20776,3339,46
20777,3281,48.1
20778,2114,45.7
20779,1314,49.9
20781,11841,31.8
20782,33480,31.9
20783,49006,31.5
20784,29383,33.2
20785,35901,34.3
20794,13917,39.6
20812,255,41.3
20814,28154,39.8
20815,30533,45.4
20816,16611,44.8
20817,36071,44.6
20818,1948,46.4
20832,25999,41.3
20833,7832,44.5
20837,5935,42.9
20838,200,45.5
20839,111,54.1
20841,10546,37
20842,1879,45.7
20850,46711,40.3
20851,14352,35
20852,44596,38.3
20853,30073,41.9
20854,50369,47.1
20855,14178,42.4
20860,2347,45
20861,1999,44.8
20862,154,62.1
20866,12900,35.9
20868,1199,26.9
20871,15246,34.8
20872,13238,38.6
20874,57979,35
20876,26300,34.7
20877,36816,33.4
20878,63855,38.1
20879,25592,35.4
20880,538,50.7
20882,14397,44.7
20886,34337,34.5
20895,19284,42
20896,1005,44.2
20899,131,58.1
20901,36308,36.4
20902,50980,34.1
20903,25521,32
20904,56395,38.1
20905,17867,44.5
20906,68733,40.3
20910,39689,35.5
20912,24993,36.1
21001,22445,39.2
21005,2497,21.9
21009,29587,35.6
21010,93,32.6
21012,21298,39.8
21013,5008,44.6
21014,35085,41
21015,28053,40.5
21017,7527,33.2
21028,3649,44.7
21029,12642,42.6
21030,25321,38.3
21031,25,
21032,8961,44.3
21034,3393,46.4
21035,8246,44.9
21036,2469,48.8
21037,20907,42.5
21040,25027,33
21042,40585,42.8
21043,42784,37.9
21044,42011,37.9
21045,39832,37.3
21046,16147,35.7
21047,11662,45.8
21048,10364,45.5
21050,18897,42.4
21051,272,49.6
21052,279,31
21053,3300,46.9
21054,10182,44.3
21056,249,59.5
21057,3947,51.6
21060,30921,38
21061,55022,34.9
21071,541,40.8
21074,14602,41.9
21075,28613,32.5
21076,14148,37.7
21077,166,67.5
21078,18653,44.1
21082,352,52
21084,7358,48.3
21085,16377,41.1
21087,5584,49.1
21090,9928,44.7
21093,37384,47.3
21102,10878,42.5
21104,4944,44.3
21105,16,
21108,17659,40
21111,4238,51.6
21113,32004,33.8
21114,26158,34.8
21117,57724,34.5
21120,7155,45
21122,60439,39.5
21128,14543,39
21130,364,26.8
21131,7288,44.7
21132,2548,41.8
21133,31099,40
21136,33512,39.8
21140,3386,46.2
21144,32488,36.2
21146,27434,43.2
21152,5908,41.8
21153,313,44.9
21154,6678,47.3
21155,2576,43.7
21156,373,55.5
21157,37094,40.8
21158,20113,41.1
21160,2349,42
21161,5661,44.7
21162,3878,40.5
21163,7190,42.6
21201,16188,29.7
21202,21656,31.8
21204,20269,36.7
21205,15869,30.5
21206,50231,37.3
21207,48889,40.3
21208,33510,48.4
21209,27808,37.1
21210,14873,30.3
21211,17080,36.2
21212,33000,38.9
21213,29773,37
21214,20817,38.8
21215,63763,41
21216,25599,41.1
21217,40614,32.6
21218,49259,33.5
21219,8927,47
21220,40399,37.1
21221,40187,38.5
21222,55043,41.1
21223,24879,32.7
21224,49345,32.5
21225,33091,34.3
21226,7766,33
21227,34584,35.1
21228,49527,41.4
21229,46669,35.8
21230,34441,31.9
21231,17148,31.8
21234,69316,38.9
21236,37640,38.5
21237,30342,37.1
21239,31455,35.1
21240,0,
21244,36697,35.5
21250,3026,19.6
21251,820,19.8
21252,2683,19.5
21286,20051,38.7
21401,37482,42
21402,5878,21
21403,30453,41.3
21405,576,41.9
21409,20153,41.6
21502,43546,42.3
21520,2081,43.4
21521,1256,46.2
21522,131,46.8
21523,236,50.7
21524,495,37.2
21529,546,50
21530,1685,54.3
21531,2280,44.9
21532,15586,31.5
21536,4443,41.4
21538,565,44.4
21539,2784,41.5
21540,91,41.5
21541,1051,50
21542,642,49
21543,76,47.9
21545,2011,42.1
21550,14493,44.1
21555,1861,39.6
21557,2016,46
21561,2557,48.4
21562,2992,42.5
21601,24227,45.4
21607,644,41.9
21610,337,50
21612,349,66.7
21613,17409,40.1
21617,10141,41
21619,5756,48.1
21620,12406,46.7
21622,812,50.3
21623,2271,34.3
21624,120,61.2
21625,2640,44.2
21626,122,51.9
21627,74,57.5
21628,592,46.4
21629,9625,38.6
21631,2638,46.7
21632,5838,42.4
21634,352,38.5
21635,2251,42.8
21636,1244,39.2
21638,4959,43.9
21639,4424,35.6
21640,1284,50.2
21641,63,40.6
21643,5128,42.2
21644,163,14.8
21645,1028,38.8
21647,212,62.3
21648,330,43.4
21649,1985,30.8
21650,88,49.5
21651,3363,38.5
21652,181,74.1
21653,69,66.9
21654,1025,62.7
21655,5148,40.9
21657,939,40.3
21658,3891,48.4
21659,1525,50.8
21660,4198,39.1
21661,2723,52.6
21662,793,51.5
21663,3070,58.4
21664,855,35.8
21665,346,43.4
21666,12028,43.4
21667,239,56.3
21668,1881,38.5
21669,169,51.8
21671,879,49.5
21672,164,61.8
21673,3164,48.6
21675,72,61.6
21676,419,61
21677,624,42.6
21678,2495,46.2
21679,400,61.3
21701,36530,40.1
21702,38203,36.3
21703,32894,33.2
21704,14820,36.7
21705,4,
21710,4995,43.1
21711,837,36.7
21713,9164,46.6
21714,52,71.7
21716,5037,35.2
21717,34,62.4
21718,153,48.9
21719,1412,36.6
21722,5530,45.3
21723,631,44.9
21727,6561,25
21733,863,43.7
21734,805,44.1
21737,1815,40.2
21738,3450,48.5
21740,61584,37.4
21742,32549,42.3
21746,3074,33.4
21750,4023,38.8
21754,6148,44.3
21755,6040,44.9
21756,3706,40.8
21757,2961,46.9
21758,4759,45.2
21762,180,48.1
21766,497,57
21767,1148,26
21769,11190,44.5
21770,5457,44.5
21771,29558,42.2
21773,5422,45.4
21774,12425,38.6
21776,5251,45.1
21777,1700,37.7
21778,1141,39.7
21779,853,44.5
21780,1623,39.9
21781,93,19.8
21782,4367,42.2
21783,9031,42.1
21784,39696,42.5
21787,11531,40.6
21788,11794,41.9
21790,45,74.3
21791,5643,40.6
21793,10149,38.7
21794,2421,47.3
21795,9225,45.2
21797,8160,46.5
21798,2647,41.4
21801,31052,33.3
21802,66,35.5
21804,37988,32.8
21810,334,46.2
21811,20994,52
21813,2614,43.6
21814,566,55.7
21817,5049,41.7
21821,896,57.7
21822,2039,43.4
21824,122,61.3
21826,5250,34.5
21829,839,32.7
21830,3576,40.3
21835,765,46.4
21837,2784,45.8
21838,1659,47.5
21840,571,40.8
21841,1073,37.4
21842,11319,54.1
21849,3769,37.8
21850,2631,35.4
21851,7657,39.2
21853,10847,25.6
21856,892,49.3
21861,1003,38.6
21862,506,48.8
21863,5270,44.6
21864,899,29.2
21865,404,54.3
21866,54,50.2
21867,41,52.9
21869,785,44.9
21871,3140,42.1
21872,605,53.1
21874,2447,44.9
21875,6483,36.8
21890,2692,33.5
21901,18253,36.7
21902,214,60.3
21903,6061,39.8
21904,7775,39.7
21911,11129,40
21912,1406,28.8
21913,675,35.7
21914,497,50
21915,2598,49.4
21916,36,73
21917,2985,40.2
21918,4021,44
21919,3479,50.3
21920,231,43.6
21921,42316,38.6
21930,127,58.1
22003,59872,39.1
22015,45126,38.9
22025,17219,40.4
22026,15694,30.8
22027,2338,45.5
22030,56961,33.5
22031,31681,35.3
22032,29698,43
22033,38415,35.5
22035,0,
22039,18791,47.1
22041,28088,36.9
22042,32689,36
22043,26348,34.9
22044,13783,35.3
22046,16691,39.4
22060,10004,26.7
22066,18817,45.1
22079,34031,35.8
22101,30221,45.9
22102,23329,38.7
22124,18530,41.7
22125,669,45.9
22134,8445,22.7
22150,27165,37.6
22151,17649,40
22152,29029,40.3
22153,31249,38.7
22172,9334,33
22180,24376,39.3
22181,15158,39.8
22182,26150,41.8
22185,0,
22191,64590,31.6
22192,55402,35.3
22193,78440,33.3
22201,34427,31.3
22202,21679,34.6
22203,23268,31.9
22204,52512,33.8
22205,18875,39
22206,20327,34.1
22207,33553,39.3
22209,11551,32
22211,918,22.4
22213,3470,39.9
22214,109,24.2
22301,11938,36.5
22302,18218,36.8
22303,13855,36.7
22304,46993,35.1
22305,16201,32.4
22306,33241,33.9
22307,10434,42.5
22308,13257,42.9
22309,33728,36.3
22310,28887,40.3
22311,17631,34.9
22312,31364,34.3
22314,30353,39.5
22315,27794,36.4
22401,26632,28.7
22405,30149,35.8
22406,22411,37.4
22407,57339,36.2
22408,27233,35.2
22427,4085,29.4
22432,427,35.8
22433,261,45.7
22435,2491,43.4
22436,880,39.8
22437,1435,38.3
22438,222,37.4
22443,8086,47.2
22448,674,23.4
22454,1622,48.5
22460,1320,51.7
22469,1516,51.2
22473,5323,53.5
22476,681,42.6
22480,892,75.4
22482,2633,64.5
22485,23903,37.6
22488,1684,43.5
22503,4746,49.1
22504,203,54.7
22508,13921,44.3
22509,0,
22511,1462,54.1
22514,2430,41.6
22520,5586,45.4
22529,421,56.7
22530,75,46.9
22534,3174,33.1
22535,410,44.7
22538,238,42.2
22539,2267,57.9
22542,2094,36.1
22546,15997,37.2
22548,59,58.5
22551,18816,41.3
22553,13507,36
22554,53283,34.4
22556,26731,35.1
22560,5995,47.4
22567,2683,47.3
22572,7517,43.5
22576,1408,55.9
22578,2159,57.9
22579,62,65.6
22580,5239,41.9
22601,28473,35.7
22602,29085,38.3
22603,14228,44
22610,1617,50.1
22611,8640,46.2
22620,2377,45.3
22623,511,46.3
22624,2501,43.2
22625,4073,38.9
22627,453,58.5
22630,31023,40.6
22637,1727,50.8
22639,349,62.9
22640,794,49.4
22641,695,40.9
22642,4363,37.5
22643,66,64.1
22644,2434,43.8
22645,3828,42.3
22646,212,56.1
22650,1348,36.6
22652,1122,53.9
22654,1055,39.5
22655,19767,36.6
22656,2799,39.4
22657,10599,40.6
22660,1893,43.7
22663,1784,46
22664,9072,42.7
22701,32891,36
22709,1006,48.5
22711,17,
22712,8310,34.6
22713,1466,44.7
22714,1028,40.3
22715,1520,49.2
22716,1125,40.4
22718,761,54.2
22719,476,55
22720,1147,47.1
22722,305,37.5
22723,0,
22724,2088,48
22726,475,33.4
22727,4818,46.8
22728,3248,41.9
22729,1284,36.4
22730,8,
22731,74,25.8
22732,346,30.9
22733,1907,37
22734,3360,29.9
22735,2382,39.9
22736,987,31.7
22737,2696,40.2
22738,1160,31.9
22740,1450,49.4
22741,111,56.8
22742,2121,37.8
22743,295,55
22747,1093,46.1
22749,228,59.9
22801,37794,23.2
22802,29097,32.3
22807,2574,19.1
22810,600,60.3
22811,498,49.3
22812,9159,33.2
22815,8291,39.5
22820,185,63.2
22821,5910,39.6
22824,6110,43.3
22827,9805,45.2
22830,1836,43.3
22831,986,46.3
22832,1228,40.5
22834,1188,41
22835,11486,45.4
22840,5117,39.3
22841,2902,44.5
22842,5247,42.9
22843,2200,47.2
22844,4498,49.2
22845,0,
22846,2078,34.3
22847,1013,40.5
22849,4379,45.9
22850,1114,36.1
22851,6045,40.9
22853,4443,44
22901,32396,40.6
22902,22061,35.3
22903,39137,26.5
22904,5411,19.5
22911,18016,40.2
22920,3995,50.9
22922,1949,36.4
22923,4377,39.8
22931,310,51.5
22932,7801,41.1
22935,730,37.9
22936,4754,49.1
22937,1659,36.5
22938,1444,44.4
22939,5202,40.8
22940,1057,38.4
22942,8170,46.6
22943,244,29.8
22946,315,33.2
22947,4286,52.7
22948,136,58
22949,1409,55.9
22952,2468,45.6
22958,1829,60.9
22959,1261,54.7
22960,10932,43.1
22963,14661,42.4
22964,224,35.9
22967,1721,49
22968,10833,40.4
22969,1248,41.8
22971,1529,44.7
22972,279,50.7
22973,6263,42.5
22974,6312,39.3
22976,517,28
22980,31260,41.9
22989,0,
23002,10660,42
23004,1015,46.3
23005,15077,40.5
23009,6333,39
23011,1776,44.7
23015,4487,41.6
23021,356,60.1
23022,1392,27.2
23023,302,50.6
23024,8787,43.6
23025,232,60.3
23027,1227,43.4
23030,4937,48.1
23032,221,53.4
23035,1339,39.4
23038,1651,48.3
23039,1077,44.6
23040,4125,43.8
23043,1420,56
23045,22,
23047,1558,49.4
23050,806,40.6
23055,1167,46.9
23056,414,56.3
23059,34478,38.9
23060,34816,37.9
23061,20568,44.1
23062,2133,46
23063,5105,39.4
23064,161,24.4
23065,2003,45.2
23066,534,48.8
23068,302,54.7
23069,3406,46
23070,826,61.4
23071,1500,54
23072,12187,41
23075,10156,34.5
23076,791,50.3
23079,675,26.2
23083,1637,48.1
23084,1584,45.7
23085,438,45.5
23086,2863,47.1
23089,5323,38
23091,298,58.7
23092,663,30.5
23093,12465,43.3
23102,3491,43.7
23103,4724,53.8
23106,1303,33.5
23108,296,37
23109,2595,51.6
23110,670,49.9
23111,36951,40.5
23112,50815,35.8
23113,24147,45.6
23114,18259,37.3
23115,228,34.2
23116,27774,41.7
23117,9578,45.9
23119,243,65.4
23120,6698,38.2
23123,1598,43.9
23124,3188,44.7
23125,46,77.8
23126,159,58.9
23128,1173,43.2
23129,334,41.5
23130,215,53.4
23138,262,50.5
23139,24157,43
23140,5857,43.5
23141,6001,43
23146,3070,46.1
23148,2202,37.2
23149,2965,50
23150,11811,41.1
23153,1155,52.9
23156,1622,49.7
23160,2663,39.6
23161,150,65.5
23163,234,66.8
23168,6687,40.3
23169,1416,49.4
23173,2253,20.3
23175,1523,57.6
23176,651,50.5
23177,606,32.4
23180,529,43.1
23181,5457,42.1
23185,47227,41.6
23187,144,20.6
23188,40557,43.7
23192,6691,45.2
23219,3431,26.3
23220,34684,25.7
23221,15570,33.5
23222,25494,36.2
23223,48021,33.3
23224,36897,31.5
23225,40084,37.5
23226,15266,37
23227,25287,42.2
23228,35169,34.8
23229,33570,41.1
23230,5540,42.4
23231,35254,38.6
23233,29722,38.6
23234,44202,33.6
23235,30535,43.1
23236,26998,40.5
23237,21501,37.2
23238,26077,42.8
23250,0,
23294,17869,31.4
23301,1484,39.1
23302,294,24
23303,1135,51.5
23304,152,71.9
23306,875,49.8
23307,493,44.8
23308,1613,46.3
23310,4385,48.1
23313,80,37
23314,6751,42.2
23315,1514,46.9
23316,441,26.1
23320,53666,35.8
23321,35122,36
23322,62187,40
23323,35956,36.4
23324,23395,30.7
23325,17899,37.2
23336,2935,52.1
23337,424,53.2
23347,790,38.9
23350,3215,49.1
23354,315,25.6
23356,1087,49.3
23357,577,32
23358,17,
23359,1210,32.4
23389,123,73.3
23395,315,71
23398,51,67.3
23401,298,26.8
23405,1001,60
23407,640,19.9
23408,32,71.2
23409,62,60
23410,2555,45.6
23413,1242,47.8
23414,135,54.4
23415,1857,38.9
23416,429,25.1
23417,3379,54.8
23418,775,53.6
23420,2980,34.7
23421,4847,38.3
23422,214,62.7
23423,275,64
23426,237,45.5
23427,216,57.3
23430,17522,45.4
23432,1393,45.7
23433,1012,55.1
23434,48645,36.7
23435,27452,37.7
23436,1093,43.5
23437,3934,47.8
23438,1891,45.7
23440,485,54.8
23441,111,31.1
23442,1182,38.3
23451,42584,37
23452,60072,35.8
23453,35824,32.3
23454,62064,34.7
23455,49246,35.3
23456,52760,38.4
23457,4350,44.9
23459,1111,20.5
23460,1052,21.9
23461,254,23.2
23462,62300,31.8
23464,74006,35.8
23480,275,59
23486,209,38.7
23487,6753,42.1
23488,124,71.2
23502,21933,35
23503,34829,30.1
23504,23336,26.9
23505,31478,29.2
23507,8201,29.6
23508,21707,23.1
23509,12754,38.6
23510,7356,30.3
23511,8957,22.4
23513,30871,32
23517,4484,30.5
23518,30139,36.4
23523,8174,30.2
23551,526,21.5
23601,25331,36.9
23602,40308,35.9
23603,3754,27
23604,6547,20.4
23605,13206,37.2
23606,29203,31.3
23607,22825,32.4
23608,43827,31.6
23651,510,32.7
23661,14038,42.9
23662,12050,43.6
23663,15132,33.2
23664,9327,42.8
23665,5611,22.5
23666,50123,36.5
23669,42617,33.6
23690,3347,28.3
23691,183,9
23692,18611,44.9
23693,23687,40.3
23696,3744,46.5
23701,23510,41.6
23702,12251,31.2
23703,26795,34.9
23704,18208,33.6
23707,14711,34.4
23708,325,20.8
23709,207,21.4
23801,4700,20.9
23803,39909,38.2
23805,19717,41.3
23806,1997,19.8
23821,1817,46.9
23824,7398,43.6
23827,1238,37.4
23828,405,36
23829,2669,51.7
23830,1398,46.6
23831,34048,38.4
23832,32647,37.4
23833,2938,39.6
23834,25307,39
23836,11916,40.2
23837,4471,41.8
23838,16371,44
23839,768,47.2
23840,2267,43
23841,3524,45.4
23842,7683,42.4
23843,489,58
23844,727,51.1
23845,248,64.2
23846,555,52.3
23847,15766,43.3
23850,729,49.8
23851,13558,41
23856,905,44.6
23857,654,52.1
23860,31314,37.3
23866,2172,43.4
23867,2220,36.5
23868,7386,34.2
23872,2254,45.8
23874,970,49.4
23875,10743,39.5
23876,483,37.5
23878,1332,39.2
23879,664,25.7
23881,1946,49.3
23882,1800,45.2
23883,2880,43.4
23884,88,54
23885,2517,49.5
23887,418,59.6
23888,1720,43.4
23889,409,56.9
23890,4169,41.4
23891,3315,34.8
23893,303,50.3
23894,506,45.2
23897,521,56.7
23898,1853,51.9
23899,291,56.3
23901,16149,33.3
23909,1476,19.3
23915,1006,39.9
23917,3689,47.4
23919,2154,60.6
23920,3801,41.7
23921,1896,48.5
23922,3201,43.1
23923,2234,44.5
23924,6934,42.2
23927,3969,56.1
23930,6022,40.4
23934,684,48.3
23936,8693,41.2
23937,2182,46.1
23938,281,51.4
23942,1245,41
23943,275,20.7
23944,4528,39.9
23947,3633,44.2
23950,3645,35.6
23952,124,50.4
23954,2172,36.4
23958,3256,41.6
23959,1306,41.1
23960,1840,48.1
23962,366,58.4
23963,398,29.3
23964,1200,39.1
23966,2386,44.4
23967,1267,37.8
23968,746,48
23970,8035,47.1
23974,5342,45
23976,139,29.8
24011,304,28.6
24012,29724,38.4
24013,7523,38.8
24014,17467,43.6
24015,15750,38.1
24016,8807,39.4
24017,24008,35.2
24018,37151,43.9
24019,26869,42.4
24020,384,20.6
24053,2971,42
24054,6568,44.3
24055,12749,45.3
24058,374,65.7
24059,792,45.6
24060,54145,22.6
24064,4377,49.4
24065,6436,45.2
24066,4763,46.3
24067,2310,45.4
24069,2149,42.7
24070,1378,41.7
24072,1404,44.3
24073,30109,37.6
24076,808,57.2
24077,1151,40.3
24078,7786,38.4
24079,1707,50.2
24082,547,45
24083,2617,45
24084,11310,44.6
24085,2163,45.7
24086,254,23
24087,4925,39.1
24088,4787,28.6
24089,2895,40.5
24090,4485,47.6
24091,6718,45
24092,2939,47.9
24093,216,47.6
24095,4636,42
24101,6784,45.3
24102,1709,46.7
24104,3657,49.3
24105,653,45
24112,32418,45.6
24120,1520,58.6
24121,9891,51
24122,1589,51.6
24124,4218,41.6
24127,4214,46.2
24128,1673,48.6
24130,0,
24131,76,31.7
24132,603,41.4
24133,2558,45.7
24134,5614,41.7
24136,3494,44.1
24137,2677,47.7
24138,1811,44.8
24139,744,57.9
24141,21345,30.9
24142,2794,19.1
24147,1149,55.2
24148,7525,48.1
24149,3506,38.4
24150,790,48.9
24151,19403,40.7
24153,37089,42.2
24161,340,66.6
24162,1546,50.4
24165,1281,51.6
24167,331,50.5
24168,330,17.5
24171,7983,51
24174,2838,44.3
24175,9395,46.3
24176,1614,53.3
24179,18547,42.1
24184,4628,50.8
24185,1269,31.9
24201,16851,41.7
24202,13195,41.6
24210,16569,44.5
24211,10048,47
24216,2698,37.6
24217,395,54.2
24219,11429,40.8
24220,503,41.9
24221,763,37.2
24224,6503,43.1
24225,1913,38.1
24226,1533,40.9
24228,6519,49.5
24230,9279,39.8
24236,3105,55.3
24237,1059,40.2
24239,198,47.9
24243,2324,44.7
24244,6161,43.3
24245,1008,40.1
24246,365,60.7
24248,2734,47.2
24250,1399,42.9
24251,8311,46.4
24256,3711,39.6
24258,1915,46.5
24260,5948,42.8
24263,6711,39.7
24265,645,53.3
24266,9225,43.4
24269,577,29.5
24270,531,50.3
24271,2396,44.5
24272,566,28.1
24273,6939,39.7
24277,6201,42.6
24279,5761,39.6
24280,604,50.4
24281,2833,38.7
24282,610,42.7
24283,2049,45.5
24290,2146,45
24292,488,56.1
24293,9888,35.8
24301,13523,45.5
24311,2154,44.8
24312,2241,45.1
24313,1087,34.6
24314,1481,43.3
24315,4005,42.6
24316,41,
24317,4189,40.3
24318,739,54.4
24319,7403,37.8
24322,189,36
24323,575,50
24324,2101,45.9
24325,835,57.7
24326,1097,48.8
24328,1392,48.8
24330,3255,50.3
24333,18040,44.7
24340,5741,40.5
24343,8835,46.5
24347,1800,36.4
24348,3892,48.2
24350,1030,45.6
24351,787,40
24352,1224,49.1
24354,15228,47
24360,6207,42.9
24361,5240,43.4
24363,1277,43.9
24366,511,50.6
24368,5250,37.4
24370,5976,42.9
24374,964,40.7
24375,1397,41
24377,308,50
24378,1286,52.8
24380,2990,37.6
24381,4001,44.2
24382,13676,47.2
24401,35562,43.4
24411,116,8.9
24412,67,65.3
24413,160,59.2
24415,78,58.5
24416,8289,38.7
24421,3555,47.9
24422,6477,46.3
24426,14049,45.1
24430,4454,40.9
24431,2396,47.7
24432,298,51.5
24433,75,67.3
24435,2098,47.4
24437,1278,48.2
24439,1277,48.1
24440,3080,42.4
24441,6699,40.8
24442,128,49.5
24445,2319,52.7
24448,356,41.8
24450,16872,33.4
24457,301,51.4
24458,425,58.1
24459,715,39.6
24460,1326,54.2
24464,186,64.6
24465,1337,60.5
24467,1976,41.7
24471,1032,55.5
24472,1976,52.2
24473,817,56.1
24474,439,49.4
24476,242,50.6
24477,10150,42.2
24479,1294,43.3
24482,4316,43.9
24483,1179,31.5
24484,1195,35
24485,183,49.2
24486,4130,34
24487,448,42.7
24501,26574,29.5
24502,45728,27.6
24503,18678,44.1
24504,10525,37.8
24517,5670,42.8
24520,2000,50.3
24521,10544,45.2
24522,9924,44.9
24523,18789,46.8
24526,1218,49.4
24527,3104,40
24528,3133,51.5
24529,1334,51.1
24530,1278,51.3
24531,8969,45.1
24534,1514,50.1
24536,158,32.8
24538,4496,47.8
24539,110,58.1
24540,30893,44.4
24541,28878,41.4
24549,4850,37.3
24550,8011,41.4
24551,22080,42.5
24553,2233,37.6
24554,3844,35.9
24555,2395,45.5
24556,3547,44.2
24557,7102,50.7
24558,7039,40.8
24562,303,44
24563,5359,45.5
24565,1166,43.2
24566,1419,41.7
24569,1215,50.6
24570,7,
24571,1920,46.5
24572,15659,42.6
24574,4271,44
24577,4927,44.4
24578,883,46.9
24579,1352,50.5
24580,661,37.3
24581,0,
24586,5556,43
24588,8963,43.1
24589,1932,48.5
24590,8009,40.6
24592,14850,43.5
24593,1958,38.1
24594,1223,51.7
24595,653,20.3
24597,1134,47.5
24598,1732,52.4
24599,664,46.7
24601,66,65.4
24602,909,50
24603,1118,50.5
24604,589,25
24605,9094,44.1
24606,351,48.3
24607,394,33.4
24609,7231,45
24612,200,56.8
24613,403,60.7
24614,7621,42.9
24620,3300,36.7
24622,852,50.1
24628,299,51.1
24630,7118,41
24631,2056,45.5
24634,573,48.1
24635,1185,37.4
24637,3818,43.9
24639,4044,42.7
24641,5968,40.4
24646,687,49.3
24649,2925,46.7
24651,6210,46.4
24656,3192,49.7
24657,352,57.5
24701,20771,44.2
24712,1822,21.9
24714,121,31.5
24715,433,54.1
24716,345,54.4
24719,441,38.1
24724,110,33.5
24726,281,42.7
24729,140,46.5
24731,275,41.6
24733,659,40.7
24736,735,43.4
24737,50,51.5
24738,201,45.2
24740,31136,42.4
24747,2979,39.8
24801,4679,36.8
24808,650,40.5
24811,607,41.6
24813,348,47.9
24815,949,30.6
24816,109,61.4
24817,767,36.9
24818,1224,35.4
24822,554,45.2
24823,666,37.2
24826,45,50.9
